date,region_id,region_name,lat,lon,primary_crop,climate_zone,temp_c,precip_mm,precip_30d_mm,precip_7d_mm,ndvi,month
2023-08-20,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,20.9,0.0,42.05,0.0,0.5218,2023-08
2023-08-21,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,25.1,0.0,42.05,0.0,0.5107,2023-08
2023-08-22,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,20.78,0.0,42.05,0.0,0.4874,2023-08
2023-08-23,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,20.47,0.0,42.05,0.0,0.4949,2023-08
2023-08-24,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,24.62,0.0,42.05,0.0,0.5158,2023-08
2023-08-25,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,20.25,0.0,42.05,0.0,0.5342,2023-08
2023-08-26,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,24.95,0.0,29.6,0.0,0.548,2023-08
2023-08-27,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,17.1,0.0,29.6,0.0,0.5095,2023-08
2023-08-28,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,22.87,0.0,29.6,0.0,0.4977,2023-08
2023-08-29,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,25.65,0.0,29.6,0.0,0.5033,2023-08
2023-08-30,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,23.62,0.0,14.93,0.0,0.4885,2023-08
2023-08-31,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,14.87,3.12,18.05,3.12,0.5239,2023-08
2023-09-01,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,18.43,0.0,18.05,3.12,0.5495,2023-09
2023-09-02,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,19.5,0.0,18.05,3.12,0.4915,2023-09
2023-09-03,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,23.13,2.43,20.49,5.56,0.4801,2023-09
2023-09-04,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.98,0.0,17.93,5.56,0.5226,2023-09
2023-09-05,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.8,0.0,17.93,5.56,0.5073,2023-09
2023-09-06,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,14.91,0.0,13.82,5.56,0.5061,2023-09
2023-09-07,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,17.12,0.0,13.82,2.43,0.5296,2023-09
2023-09-08,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.72,0.0,13.82,2.43,0.4689,2023-09
2023-09-09,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,24.14,0.0,13.82,2.43,0.4667,2023-09
2023-09-10,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,17.28,0.0,5.56,0.0,0.4897,2023-09
2023-09-11,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,21.17,0.0,5.56,0.0,0.4925,2023-09
2023-09-12,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,19.02,0.0,5.56,0.0,0.4823,2023-09
2023-09-13,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,18.85,0.0,5.56,0.0,0.5369,2023-09
2023-09-14,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.93,23.05,28.61,23.05,0.4796,2023-09
2023-09-15,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,20.89,0.0,28.61,23.05,0.473,2023-09
2023-09-16,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,18.91,0.0,28.61,23.05,0.4846,2023-09
2023-09-17,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,18.61,0.0,28.61,23.05,0.4996,2023-09
2023-09-18,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.41,6.1,34.71,29.15,0.4638,2023-09
2023-09-19,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.78,0.0,34.71,29.15,0.4734,2023-09
2023-09-20,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,19.7,0.0,34.71,29.15,0.4943,2023-09
2023-09-21,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,18.5,0.0,34.71,6.1,0.4934,2023-09
2023-09-22,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,18.05,0.0,34.71,6.1,0.4746,2023-09
2023-09-23,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.29,0.0,34.71,6.1,0.5165,2023-09
2023-09-24,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,23.25,0.0,34.71,6.1,0.5057,2023-09
2023-09-25,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.85,0.0,34.71,0.0,0.4358,2023-09
2023-09-26,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,17.07,0.0,34.71,0.0,0.4279,2023-09
2023-09-27,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.47,0.0,34.71,0.0,0.4755,2023-09
2023-09-28,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,22.77,0.0,34.71,0.0,0.4847,2023-09
2023-09-29,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.91,0.0,34.71,0.0,0.4507,2023-09
2023-09-30,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.5,0.0,31.59,0.0,0.4429,2023-09
2023-10-01,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.88,0.0,31.59,0.0,0.4343,2023-10
2023-10-02,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,14.32,0.0,31.59,0.0,0.425,2023-10
2023-10-03,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.61,0.0,29.15,0.0,0.4688,2023-10
2023-10-04,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,23.26,0.0,29.15,0.0,0.4361,2023-10
2023-10-05,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.92,0.0,29.15,0.0,0.4474,2023-10
2023-10-06,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.69,0.0,29.15,0.0,0.4025,2023-10
2023-10-07,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.62,0.0,29.15,0.0,0.4567,2023-10
2023-10-08,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,20.78,0.0,29.15,0.0,0.446,2023-10
2023-10-09,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,21.35,0.0,29.15,0.0,0.4049,2023-10
2023-10-10,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,17.97,0.0,29.15,0.0,0.4346,2023-10
2023-10-11,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,17.25,0.0,29.15,0.0,0.4271,2023-10
2023-10-12,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,14.46,0.0,29.15,0.0,0.4155,2023-10
2023-10-13,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.22,11.05,40.2,11.05,0.364,2023-10
2023-10-14,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.42,0.0,17.15,11.05,0.4063,2023-10
2023-10-15,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,11.43,0.0,17.15,11.05,0.4231,2023-10
2023-10-16,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,10.23,0.0,17.15,11.05,0.4036,2023-10
2023-10-17,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.81,0.0,17.15,11.05,0.4076,2023-10
2023-10-18,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,10.33,0.0,11.05,11.05,0.4394,2023-10
2023-10-19,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.85,0.0,11.05,11.05,0.4054,2023-10
2023-10-20,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,14.06,0.0,11.05,0.0,0.3625,2023-10
2023-10-21,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,17.12,0.0,11.05,0.0,0.3982,2023-10
2023-10-22,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.28,0.0,11.05,0.0,0.4013,2023-10
2023-10-23,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,17.25,0.0,11.05,0.0,0.3802,2023-10
2023-10-24,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.62,0.0,11.05,0.0,0.4089,2023-10
2023-10-25,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,10.48,0.0,11.05,0.0,0.3624,2023-10
2023-10-26,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.96,0.0,11.05,0.0,0.3863,2023-10
2023-10-27,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.64,0.0,11.05,0.0,0.357,2023-10
2023-10-28,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,11.89,0.0,11.05,0.0,0.378,2023-10
2023-10-29,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.45,0.0,11.05,0.0,0.3955,2023-10
2023-10-30,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.17,0.0,11.05,0.0,0.3755,2023-10
2023-10-31,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,11.84,0.0,11.05,0.0,0.3717,2023-10
2023-11-01,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,10.47,0.0,11.05,0.0,0.3741,2023-11
2023-11-02,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,10.64,0.0,11.05,0.0,0.3725,2023-11
2023-11-03,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.22,0.0,11.05,0.0,0.3823,2023-11
2023-11-04,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.23,0.0,11.05,0.0,0.3798,2023-11
2023-11-05,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,14.2,0.0,11.05,0.0,0.3917,2023-11
2023-11-06,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.69,0.0,11.05,0.0,0.364,2023-11
2023-11-07,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.67,0.0,11.05,0.0,0.3249,2023-11
2023-11-08,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,14.13,0.0,11.05,0.0,0.3727,2023-11
2023-11-09,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.53,0.0,11.05,0.0,0.38,2023-11
2023-11-10,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.57,0.0,11.05,0.0,0.3997,2023-11
2023-11-11,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.13,0.0,11.05,0.0,0.377,2023-11
2023-11-12,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,14.64,0.0,0.0,0.0,0.3356,2023-11
2023-11-13,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,18.21,5.64,5.64,5.64,0.3467,2023-11
2023-11-14,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.19,0.0,5.64,5.64,0.335,2023-11
2023-11-15,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.78,0.0,5.64,5.64,0.3298,2023-11
2023-11-16,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,18.46,4.66,10.3,10.3,0.3332,2023-11
2023-11-17,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,3.48,13.68,23.98,23.98,0.3587,2023-11
2023-11-18,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,10.95,0.0,23.98,23.98,0.2988,2023-11
2023-11-19,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.28,0.0,23.98,23.98,0.3081,2023-11
2023-11-20,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,14.4,0.0,23.98,18.33,0.3501,2023-11
2023-11-21,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,19.1,0.0,23.98,18.33,0.3524,2023-11
2023-11-22,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,11.66,0.0,23.98,18.33,0.3078,2023-11
2023-11-23,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,9.99,0.0,23.98,13.68,0.3516,2023-11
2023-11-24,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,10.23,5.84,29.82,5.84,0.3358,2023-11
2023-11-25,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.12,0.0,29.82,5.84,0.3086,2023-11
2023-11-26,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.98,0.0,29.82,5.84,0.2629,2023-11
2023-11-27,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.97,0.0,29.82,5.84,0.276,2023-11
2023-11-28,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,10.85,0.0,29.82,5.84,0.2939,2023-11
2023-11-29,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,11.73,0.0,29.82,5.84,0.32,2023-11
2023-11-30,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,9.09,0.0,29.82,5.84,0.3179,2023-11
2023-12-01,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,9.37,0.0,29.82,0.0,0.2911,2023-12
2023-12-02,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.99,0.0,29.82,0.0,0.2936,2023-12
2023-12-03,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.62,0.0,29.82,0.0,0.2954,2023-12
2023-12-04,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,8.68,0.0,29.82,0.0,0.2896,2023-12
2023-12-05,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,11.47,0.0,29.82,0.0,0.2951,2023-12
2023-12-06,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,9.98,0.0,29.82,0.0,0.2892,2023-12
2023-12-07,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.27,0.0,29.82,0.0,0.2542,2023-12
2023-12-08,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,9.49,0.0,29.82,0.0,0.2815,2023-12
2023-12-09,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,4.85,0.0,29.82,0.0,0.2832,2023-12
2023-12-10,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.62,0.0,29.82,0.0,0.3015,2023-12
2023-12-11,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,9.67,0.0,29.82,0.0,0.2632,2023-12
2023-12-12,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,9.97,0.0,29.82,0.0,0.282,2023-12
2023-12-13,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,11.86,0.0,24.18,0.0,0.2873,2023-12
2023-12-14,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,11.6,0.0,24.18,0.0,0.2712,2023-12
2023-12-15,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,11.89,0.0,24.18,0.0,0.2373,2023-12
2023-12-16,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,5.63,0.0,19.52,0.0,0.2908,2023-12
2023-12-17,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.18,0.0,5.84,0.0,0.2838,2023-12
2023-12-18,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,4.78,0.0,5.84,0.0,0.2717,2023-12
2023-12-19,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.81,0.0,5.84,0.0,0.2662,2023-12
2023-12-20,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.86,0.0,5.84,0.0,0.2281,2023-12
2023-12-21,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,6.4,0.0,5.84,0.0,0.2776,2023-12
2023-12-22,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,11.49,0.0,5.84,0.0,0.2903,2023-12
2023-12-23,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.68,0.0,5.84,0.0,0.2368,2023-12
2023-12-24,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,9.17,0.0,0.0,0.0,0.2844,2023-12
2023-12-25,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.55,0.0,0.0,0.0,0.2787,2023-12
2023-12-26,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,2.19,0.0,0.0,0.0,0.2317,2023-12
2023-12-27,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.85,0.0,0.0,0.0,0.2453,2023-12
2023-12-28,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,10.67,0.0,0.0,0.0,0.2239,2023-12
2023-12-29,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,9.82,0.0,0.0,0.0,0.2492,2023-12
2023-12-30,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.57,0.0,0.0,0.0,0.2582,2023-12
2023-12-31,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.83,0.0,0.0,0.0,0.2216,2023-12
2024-01-01,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.12,0.0,0.0,0.0,0.2545,2024-01
2024-01-02,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.52,0.0,0.0,0.0,0.2584,2024-01
2024-01-03,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,6.06,0.0,0.0,0.0,0.2576,2024-01
2024-01-04,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.75,6.49,6.49,6.49,0.2525,2024-01
2024-01-05,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,10.4,0.0,6.49,6.49,0.2178,2024-01
2024-01-06,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,8.46,0.0,6.49,6.49,0.2389,2024-01
2024-01-07,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,5.08,5.5,11.98,11.98,0.2474,2024-01
2024-01-08,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.74,0.0,11.98,11.98,0.2687,2024-01
2024-01-09,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.58,0.0,11.98,11.98,0.2386,2024-01
2024-01-10,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.02,0.0,11.98,11.98,0.2463,2024-01
2024-01-11,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,14.57,0.0,11.98,5.5,0.2183,2024-01
2024-01-12,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,8.78,0.0,11.98,5.5,0.2131,2024-01
2024-01-13,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.02,0.0,11.98,5.5,0.2098,2024-01
2024-01-14,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.39,0.0,11.98,0.0,0.2264,2024-01
2024-01-15,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,10.47,0.0,11.98,0.0,0.2754,2024-01
2024-01-16,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,11.4,0.0,11.98,0.0,0.2256,2024-01
2024-01-17,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,8.57,0.0,11.98,0.0,0.2404,2024-01
2024-01-18,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.87,0.0,11.98,0.0,0.2437,2024-01
2024-01-19,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,6.96,0.0,11.98,0.0,0.2103,2024-01
2024-01-20,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.16,0.0,11.98,0.0,0.223,2024-01
2024-01-21,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,9.84,0.0,11.98,0.0,0.2438,2024-01
2024-01-22,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,8.37,0.0,11.98,0.0,0.2396,2024-01
2024-01-23,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,6.14,0.0,11.98,0.0,0.1909,2024-01
2024-01-24,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,11.19,0.0,11.98,0.0,0.2424,2024-01
2024-01-25,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,8.12,0.0,11.98,0.0,0.2193,2024-01
2024-01-26,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.16,0.0,11.98,0.0,0.2197,2024-01
2024-01-27,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,17.38,0.0,11.98,0.0,0.2382,2024-01
2024-01-28,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.75,0.0,11.98,0.0,0.2605,2024-01
2024-01-29,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,18.22,0.0,11.98,0.0,0.226,2024-01
2024-01-30,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,9.37,0.0,11.98,0.0,0.2536,2024-01
2024-01-31,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,8.55,0.0,11.98,0.0,0.2013,2024-01
2024-02-01,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,9.4,0.0,11.98,0.0,0.2328,2024-02
2024-02-02,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.38,0.0,11.98,0.0,0.2196,2024-02
2024-02-03,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,20.83,0.0,5.5,0.0,0.2363,2024-02
2024-02-04,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,7.77,0.0,5.5,0.0,0.2249,2024-02
2024-02-05,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,14.71,0.0,5.5,0.0,0.2043,2024-02
2024-02-06,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,10.84,0.0,0.0,0.0,0.2138,2024-02
2024-02-07,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.37,0.0,0.0,0.0,0.199,2024-02
2024-02-08,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,9.36,0.0,0.0,0.0,0.2062,2024-02
2024-02-09,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.87,0.0,0.0,0.0,0.2424,2024-02
2024-02-10,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.2,0.0,0.0,0.0,0.2283,2024-02
2024-02-11,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.7,0.0,0.0,0.0,0.2385,2024-02
2024-02-12,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,14.07,0.0,0.0,0.0,0.2708,2024-02
2024-02-13,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,7.85,0.0,0.0,0.0,0.2292,2024-02
2024-02-14,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,17.04,0.0,0.0,0.0,0.2485,2024-02
2024-02-15,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,7.82,0.0,0.0,0.0,0.2371,2024-02
2024-02-16,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,8.36,0.0,0.0,0.0,0.2926,2024-02
2024-02-17,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,11.32,0.0,0.0,0.0,0.1778,2024-02
2024-02-18,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,11.47,0.0,0.0,0.0,0.2247,2024-02
2024-02-19,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,18.48,3.86,3.86,3.86,0.253,2024-02
2024-02-20,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.9,0.0,3.86,3.86,0.2258,2024-02
2024-02-21,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,18.27,0.0,3.86,3.86,0.2532,2024-02
2024-02-22,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,12.93,0.0,3.86,3.86,0.2417,2024-02
2024-02-23,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,15.71,0.0,3.86,3.86,0.2612,2024-02
2024-02-24,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,16.29,0.0,3.86,3.86,0.2224,2024-02
2024-02-25,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,17.08,0.0,3.86,3.86,0.2497,2024-02
2024-02-26,TX-HPL,Texas High Plains,33.5,-101.9,Cotton/Wheat,semi-arid,13.71,0.0,3.86,0.0,0.2567,2024-02
